meal_description,carb,protein,fat,energy
Tonight's dinner featured 34.5g of vibrant green kiwifruit and 28.35g of flavorful hard parmesan cheese.,0.026214900167318082,0.17529845154845153,0.06260596724836655,0.09990702947845807
My dinner featured a hearty serving of 100g blood sausage.,0.005663985384283297,0.24309024309024305,0.2972252088330163,0.28647014361300077
"For a light snack, I opted for 20g of savory flatbread crackers.",0.0660622667379275,0.0328005328005328,0.014215118683318168,0.06228269085411943
My breakfast included a light serving of 33g of plain melba toast crackers without any salt.,0.11098776941388618,0.06648351648351647,0.00909767595732363,0.09727891156462584
"During my snack time, I enjoyed a small 13.75g portion of brown sugar, perfect for a quick energy boost.",0.05921883323437824,0.0002747252747252747,0.0,0.039493575207860926
"For a quick snack, I opted for 216g of delicious raw apples, peeled for extra sweetness.",0.12101434074997093,0.00971028971028971,0.002419154743197419,0.07836734693877552
"For my snack, I had 6.5g of powdered fruit-flavored drink that wasn't reconstituted.",0.027940132552625396,0.0,0.0005655894191271744,0.018669690098261527
"For breakfast, I had 138.75g of uncooked white glutinous rice.",0.49760087409783743,0.15732392607392603,0.006574492391034654,0.3880385487528345
"During my snack time, I savored 126g of raw banana paired with a sweet 140g raw pear.",0.21925594770604748,0.02391608391608391,0.004728034626306067,0.15269841269841272
I treated myself to a small snack of 34.25g of enriched wheat flour bread.,0.10907134459171172,0.06831751581751581,0.004898185289333664,0.09345616024187453
My afternoon snack included a warm 56g of cocoa mix powder.,0.20587401386556795,0.06219114219114218,0.01929810051553497,0.16846560846560846
"For my snack, I enjoyed 175g of raw yellow peaches.",0.07330250851985241,0.026515151515151512,0.0037691602569404235,0.05158730158730159
I treated myself to 31.25g of unenriched white wheat flour as a light snack.,0.10470414841924863,0.05374833499833499,0.002638412179858297,0.08597883597883599
My afternoon snack included a rich and smooth 130g flan that hit the spot.,0.16119087707582047,0.11320346320346321,0.055326964960163205,0.17490551776266064
"For my dinner, I savored 137g of unenriched wheat bread, complemented by 30g of table red wine, and 92.5g of frozen mixed vegetables that were cooked in oil.",0.4911810320593647,0.3162812187812188,0.04389844029994761,0.45532501889644744
"For a quick snack, I opted for 270g of fresh yellow plantains.",0.3780512663123602,0.05844155844155843,0.008141386154991315,0.24897959183673468
"During my snack time, I enjoyed 276 grams of refreshing caffeine-free cola along with 26 grams of crispy fried dough bread.",0.1795483366817805,0.04051948051948052,0.04220081052022165,0.16099773242630386
"I treated myself to a 73.5g bowl of coconut cream pudding for a sweet snack, made creamy with whole milk.",0.06163865024593881,0.03548951048951048,0.02216266231080969,0.065
"For a light snack, I savored 14.175g of oil-roasted peanuts, a great way to curb my hunger.",0.009497515585015598,0.06615472027972029,0.0641134159705566,0.06417857142857143
I nibbled on 18g of unsalted corn-based chips for a quick snack.,0.04536457131039925,0.019780219780219776,0.05179472334794474,0.07578231292517007
"For a light snack, I munched on 30g of fresh raw yambean, enjoying its crunchy texture.",0.011617756067297369,0.0035964035964035942,0.000232611032999751,0.008616780045351475
Dinner consisted of 40g of deliciously tangy pickled vegetables.,0.017299304196958284,0.006593406593406593,0.0007926005568880434,0.013000755857898715
"For breakfast, I had 120g of boiled potatoes alongside 244g of whole milk.",0.1573499046617344,0.17020979020979018,0.11120530422077025,0.2267876039304611
I had a tasty lunch featuring 92.5g of oil-cooked frozen mixed vegetables.,0.051457746284848185,0.04266150516150516,0.02430569914261296,0.062226001511715805
"For my snack, I had 21.25g of cooked rendered fat from bacon.",0.0,0.00024766899766899764,0.1821581307032779,0.1442365835222978
"For my snack, I had 5.75g of fat-free dry milk.",0.013123102880476845,0.034618714618714616,0.0003814390180023709,0.01573318216175359
Breakfast today featured 166g of white corn grain.,0.5412469307730364,0.2603596403596403,0.06778802415019436,0.4579743008314437
"For breakfast, I had 83g of yellow corn grain.",0.2706234653865182,0.13017982017982016,0.03389401207509718,0.22898715041572185
I opted for a 52.5g cooked duck egg as a nutritious snack.,0.003134950049905639,0.10454545454545455,0.08390150731949383,0.08888888888888889
"For a quick snack, I savored 113.25g of tender, boiled sweet potato seasoned with salt, complemented by a fizzy 31g fruit-flavored soft drink that energizes me with caffeine.",0.1055749312885029,0.02583291708291708,0.0013659436771152095,0.07653817082388512
"I treated myself to a light snack of 14.175g of dry mix biscuits, perfect for satisfying my cravings.",0.03945887864285642,0.018881118881118878,0.018806602018029937,0.04585714285714285
"I enjoyed a simple snack of 113.25g of cooked sweet potato, lightly salted.",0.08811185449089828,0.02583291708291708,0.0013659436771152095,0.06505668934240362
"Dinner consisted of a tasty 25g frankfurter, which was cooked and boiled to perfection.",0.0054444510670630135,0.04291541791541791,0.056602018029939624,0.0563114134542706
"For breakfast, I had 234g of instant fortified oats prepared with boiling water.",0.11989998455576079,0.09233766233766234,0.027417087089570753,0.12027210884353742
I enjoyed 37.75g of raw jackfruit as part of my dinner.,0.0385365052090554,0.010810855810855807,0.0020814379841755577,0.02710695389266818
"For a quick snack, I had 3.5g of ready-to-eat QUAKER Puffed Rice.",0.0134895056559175,0.004085081585081585,0.0002713795384997105,0.010132275132275131
"During my snack time, I enjoyed a small serving of 1.7g of instant coffee that was both pre-lightened and pre-sweetened with a low-calorie sweetener.",0.0044740215712224755,0.000554778554778553,0.00426195103796212,0.0065404383975812535
I enjoyed a delicious 80g serving of cooked cassava as my afternoon snack.,0.1391671943722817,0.01891441891441891,0.020883301629311055,0.11549508692365837
I enjoyed a light snack of 14.2g of standard low-salt crackers.,0.03803212511524179,0.017495837495837493,0.030951051746478095,0.05388057445200302
"To kick off my day, I had 122.5g of chicken noodle soup, prepared with water for a hearty breakfast.",0.01973942813286173,0.01713286713286713,0.005804506795688252,0.021296296296296296
"Breakfast consisted of 56.25g of cooked noodles, a simple yet satisfying choice.",0.06176872432889183,0.042239010989010985,0.00998289016623935,0.05824829931972789
"For my snack, I had 56g of white wheat bread.",0.10796522093439732,0.0993939393939394,0.010372729027100045,0.10074074074074074
"For my snack, I had 15.125g of whole-grain sorghum flour and 113g of plain whole milk yogurt.",0.0740164341194528,0.08651577589077587,0.035991603603231045,0.09314342403628119
I prepared 242g of whole-grain sorghum flour for my lunch today.,0.8143353274733037,0.3396703296703297,0.06963512805668126,0.6566742252456538
"For a quick snack, I grabbed 115g of ripe and slightly ripe raw bananas.",0.11613365380952961,0.014169164169164167,0.0028731770187191566,0.08431594860166289
"For a light snack, I savored 61g of rich whole goat's milk.",0.011918518081889155,0.03615717615717615,0.02175688528657679,0.0318140589569161
"For dinner, I had 30g of boiled potatoes.",0.0269368607229287,0.00934065934065934,0.010984409891654948,0.02857142857142857
"During my snack time, I munched on an 11.25g wheat biscuit.",0.021684502183433433,0.014048451548451546,0.017629977876106196,0.030782312925170068
"I relished a comforting dinner of 354g cooked red kidney beans, seasoned just right with salt.",0.35438107622966936,0.511018981018981,0.0152489454966504,0.33981859410430837
"For my dinner, I enjoyed 22g of chicken wings, not specified by cooking method, complemented by 44g of perfectly cooked rice noodles.",0.046964537414300664,0.0989010989010989,0.03495023846938494,0.07865457294028723
"For dinner, I had 124.5g of white corn grain alongside 10g of cooked cassava.",0.4233310973763125,0.1976340326340326,0.053451430816309646,0.35791761148904006
"My snack today consisted of 22.875g of infant formula, made with water for a refreshing treat.",0.007201329324197632,0.007465034965034965,0.0074493683318170535,0.012103174603174604
I enjoyed a comforting dinner of 80g cooked pasta along with a fizzy 139.5g fruit-flavored soft drink containing caffeine.,0.18634885122631323,0.07672327672327671,0.006340804455104348,0.1466024187452759
I opted for 17g of fresh raw egg yolk this morning to kick off my breakfast.,0.002679635875990772,0.04489177489177489,0.03887016513660298,0.04137566137566138
"During my snack time, I enjoyed 123 grams of fat-free milk enriched with protein and essential vitamins A and D.",0.030027025772121404,0.0810989010989011,0.0026491812091638408,0.03811791383219955
My afternoon snack consisted of 7.5 grams of delicious honey cereal.,0.025066428340211895,0.010014985014985014,0.0036894694400793977,0.021995464852607713
My afternoon snack consisted of 59g of tasty raw purple passion fruit.,0.060566005572000495,0.02161172161172161,0.00355808728255176,0.04325774754346183
"Tonight's dinner included a tasty 22g serving of pan-fried chicken liver, bringing a hearty flavor to the table.",0.0010722056053038612,0.09443223443223443,0.012187095084498112,0.028601662887377175
"I decided on a light snack today, consisting of 7.625g of low iron infant formula.",0.0023100498529504262,0.0018154761904761885,0.0023648788354974767,0.0038038548752834466
I treated myself to 61.4g of caffeine-free cola during dinner tonight.,0.028522425375620473,0.0,0.0,0.019027966742252458
"For breakfast, I had 39.5g of cooked long-grain white rice.",0.04517906481234811,0.019138361638361637,0.0012591149064042125,0.0367233560090703
"For a quick snack, I prepared 22.875g of NFS infant formula.",0.007151110849133492,0.005255994005994006,0.00701580721197585,0.011411564625850341
"During dinner, I relished 28.35g of chicken, complete with the skin, which enhanced the dish's richness.",0.00012447595786390037,0.11833741258741258,0.02601172876519725,0.042
"I started my day with 48.75g of raw, unenriched medium-grain white rice for breakfast.",0.1698240641005081,0.053652597402597396,0.002435954428914068,0.1326530612244898
"My snack consisted of 17.4g of ABBOTT NUTRITION SIMILAC PM 60/40 infant formula powder, enjoyed in its dry form.",0.041973029550526536,0.03302697302697302,0.04303769332561409,0.06891609977324263
"During my afternoon snack, I enjoyed 42.5g of creamy vanilla-flavored low-fat yogurt that was sweetened with a low-calorie sweetener.",0.025751375409939176,0.034885947385947386,0.0045768374548562285,0.027626606198034767
"I treated myself to a light snack of 56.5g yogurt, keeping it simple without specifying the milk or flavor.",0.017464394003507938,0.04938811188811188,0.007544781931464174,0.026904761904761904
My dinner tonight featured a small portion of 12g raw lentils.,0.0333779975901718,0.0492107892107892,0.0010958564221321644,0.03192743764172336
"Tonight's dinner included a small serving of 8.8g of Mead Johnson's Enfamil Prosobee infant formula, which is packed with iron and other essential nutrients.",0.0210963697476003,0.018608058608058604,0.02046977090397817,0.03405593348450491
"During my snack time, I enjoyed a creamy 113g serving of flavored whole milk yogurt.",0.04668748510596866,0.06208791208791208,0.030179127725856698,0.06662131519274377
"For breakfast, I had 7.05g of raw mature broad beans.",0.018043284044586105,0.03066033966033966,0.0009292810768340087,0.018171201814058957
"This morning's breakfast featured 256g of nonfat canned evaporated milk with vitamins A and D, 16.56g of chocolate malted drink mix prepared with whole milk, and 243g of fresh raw egg whites.",0.14350914409826443,0.7721138236763236,0.012664432308466351,0.2570809712773999
I treated myself to a snack consisting of 126g of fat-free evaporated milk drizzled with 9.2g of brown sugar.,0.10241398837543836,0.15857542457542456,0.002171036307997684,0.10071050642479215
"For a simple snack, I indulged in 13.6g of palm oil, which complemented my cravings perfectly.",0.0,0.0,0.11716703884431945,0.09087226001511717
"For dinner, I had a delicious 25.75g slice of frozen cooked thick crust pizza with meat topping.",0.03477730932813388,0.05041958041958042,0.02555619882557274,0.053329554043839766
"For my snack, I had 72.5g of raw papaya, which was refreshing and sweet.",0.03444273902869017,0.005673493173493171,0.0016239696192760454,0.023563869992441422
"This evening, my meal consisted of 97g of delicious O'Brien potatoes prepared at home, paired with a 209g serving of vitamin C-rich fruit juice drink.",0.17003986633433563,0.04247752247752248,0.012677301298486477,0.1320559334845049
"At dinner, I enjoyed 21.25g of raw shrimp cooked gently with 2.25g of vegetable oil.",0.0,0.07111638361638362,0.020317927590769995,0.028686696900982616
"For my evening meal, I savored 13.25g of fried green plantains.",0.028605431300961465,0.003309190809190809,0.013481317026438396,0.03094671201814059
"To quench my thirst for a snack, I drank 120g of plain bottled water.",0.0,0.0,0.0,0.0
I savored a 43g serving of commercially prepared fruitcake for my snack today.,0.11630049989061704,0.02076257076257076,0.03371136933807515,0.10530612244897959
"My afternoon snack consisted of 124g of sweet cherries, perfectly preserved in a water pack.",0.06402674454866104,0.015897435897435894,0.001388774019242963,0.04311413454270597
"For a light snack, I opted for 50g of pumpkin seeds to keep me energized.",0.0322934980631036,0.2484182484182484,0.2112883549747746,0.21693121693121695
I enjoyed 12g of hard candies as a sweet treat during my snack time.,0.05163447141021052,0.0,0.0002067653626664461,0.03573696145124717
I enjoyed a light snack of 186g liquid yogurt alongside a flaky 57g chocolate croissant.,0.22008139673879576,0.1851248751248751,0.1293808411214953,0.28260770975056687
I rounded off my day with a satisfying dinner of 300g boiled potatoes and 186g of sweet cherries packed in water.,0.3654087240522786,0.11725274725274724,0.11192725994541393,0.3503854875283447
I had 14g of raw chicken giblets for lunch today.,0.0013093026679017667,0.04170163170163169,0.011108469109254818,0.017777777777777778
"For lunch, I indulged in 21.25g of cooked crayfish, farmed and prepared with moist heat for a satisfying meal.",0.0,0.06198801198801198,0.002379955476525239,0.013973922902494332
I started my day with a light breakfast featuring 7.1g of raw goat game meat.,0.0,0.02430944055944056,0.0014104951513522455,0.005839285714285714
"For a little kick in my snack, I used 1.725g of paprika on my avocado toast.",0.0040891669364194584,0.004061188811188811,0.0019156164709287899,0.00367687074829932
"For a quick snack, I opted for 21.25g of fresh coconut.",0.014209907517875856,0.011781968031968031,0.06131131454525404,0.056859410430839
"I enjoyed 85g of moist heat-cooked queen crab for lunch today, and it was absolutely delicious.",0.0,0.33569763569763567,0.011057639290932649,0.07388510959939532
"For breakfast, I had a delicious 46g fried whole egg.",0.0016763640462940795,0.10423909423909422,0.058810961321092814,0.06814814814814815
I enjoyed a simple breakfast consisting of 110g of raw overripe bananas today.,0.09707807507480906,0.013369963369963368,0.0020848840735533314,0.07067271352985639
"For lunch, I savored 8.56g of delicious boiled green plantains.",0.010959015906688255,0.0015539668664668663,5.901428059438149e-05,0.007831160241874528
"For my snack, I had a delightful 14g buttermilk biscuit prepared from a recipe.",0.027415445534468917,0.016317016317016316,0.01965993990020125,0.037354497354497355
"Today’s lunch featured 66.75g of green raw plantains, a perfect addition to my plate.",0.10744250972509584,0.01389235764235764,0.00040254631544123725,0.07668934240362811
I included 5g of cooked egg yolk with fat in my lunch today.,0.00021075294453147151,0.012587412587412585,0.014025583767540593,0.013492063492063493
"I treated myself to 5.4g of processed cocoa powder for a quick snack, perfect for satisfying my chocolate cravings.",0.013822758749457887,0.016273726273726273,0.0060944090645935,0.008979591836734694
"During my snack time, I enjoyed a small portion of 8.44g of raw fish.",0.0,0.024191433566433565,0.0017009681788106854,0.005994897959183674
"This morning, my breakfast consisted of a comforting bowl of 174.75g fish stock soup that I made myself.",0.0,0.06575674325674324,0.012194633405011993,0.021133786848072565
"For my snack, I had 21.25g of cooked milkfish prepared using dry heat.",0.0,0.09312354312354311,0.0157992428941637,0.030517762660619806
Today’s snack consisted of just 1g of unroasted peanuts.,0.0007082177073526323,0.004295704295704295,0.004242136024039919,0.004285714285714286
"For breakfast, I had 206g of unsweetened coconut water.",0.03835001080657677,0.0075457875457875445,0.0,0.02802721088435374
I enjoyed a tasty 59g serving of dry heat-cooked eastern farmed oysters as my snack today.,0.018858875986491178,0.06876456876456875,0.010775921484299615,0.03523053665910809
"I treated myself to a 22.2g malt beverage for a quick snack, perfect for a little pick-me-up.",0.00784659556608735,0.0007762237762237762,0.00022950955255975517,0.006208616780045352
I enjoyed 11.25g of fresh raw red hot chili peppers as a spicy snack.,0.004351719003099056,0.0035027472527472524,0.0004264535604995451,0.0034013605442176874
My afternoon snack featured a delicious 28.35g serving of boiled peanuts.,0.02646358864186522,0.06372377622377622,0.05375757278140766,0.06814285714285714
"At lunch, I savored 104g of fresh, raw cucumber with the peel still on.",0.016575719087400232,0.011255411255411255,0.000985581562043393,0.011791383219954649
"For breakfast, I had 42.5g of cooked whelk prepared with moist heat.",0.02896096712769971,0.3373959373959374,0.0029291759711079866,0.08834089191232049
"For my snack, I had 28.35g of cooked fresh pork with separable fat.",0.0,0.03332517482517482,0.16144368745347779,0.13414285714285717
"I enjoyed a light snack consisting of 23.75g of frozen okra, unprepared.",0.006913684485059757,0.006682900432900432,0.0005115288920133432,0.005385487528344671
I enjoyed 28g of fresh raw taro leaves for my lunch today.,0.008236927582105012,0.023216783216783214,0.0017850742976869846,0.008888888888888889
"For breakfast, I had 230g of raw avocados, enjoying their creamy texture and rich flavor.",0.08614087539089457,0.07659007659007658,0.29048810409946796,0.2781557067271353
"My lunch consisted of 28.35g of Atlantic cod, perfectly dried and salted for a delicious flavor.",0.0,0.296527972027972,0.005788525556198827,0.062142857142857146
"My snack consisted of 272g of tender yam, boiled and drained, with a dash of salt for that extra taste.",0.3223325784645836,0.06747918747918748,0.003280677087640945,0.2343764172335601
"Today, I opted for 37.5g of raw yam as part of my lunch.",0.04590462573076114,0.009552947052947052,0.0005492204945827475,0.03344671201814059
"For breakfast, I had 42.5g of roasted wild boar meat.",0.0,0.20025807525807524,0.016037238441816225,0.05139833711262283
"For my snack, I had 144g of blackeyed peas, prepared from dried.",0.12196272900036256,0.17214785214785214,0.08684145231990736,0.18068027210884355
"For lunch, I had 60g of sweet potato fries made from fresh potatoes.",0.049421565492630076,0.01818181818181818,0.04750434207261599,0.07392290249433106
I enjoyed a light lunch today featuring 21g of frozen salted pasteurized egg.,0.000765296629829906,0.038356643356643357,0.018218613017947232,0.021904761904761906
"My morning treat consisted of 38g of delicious buttermilk pancakes, lovingly prepared from a recipe.",0.04788482527208809,0.04302364302364302,0.03044619965263419,0.06520030234315949
"I savored 55g of raw guavas this morning, adding a tropical twist to my breakfast.",0.03458104564853895,0.023351648351648352,0.00450145424971742,0.028269085411942556
"For my snack, I enjoyed 3g of raw basil.",0.0003490595643802493,0.0015734265734265716,0.00016541229013315687,0.0005215419501133786
"For a quick snack, I opted for 7.1g of crunchy, oil-roasted peanuts sprinkled with salt.",0.004748757792507798,0.033077360139860144,0.0320567079852783,0.032089285714285716
"For my snack, I had 110g of raw common guavas and 123.75g of fresh mango.",0.1505555370780839,0.0635989010989011,0.01305421732418052,0.11266061980347696
"I started my day with a breakfast featuring 21.375g of cooked cowpeas, 21.75g of yellow onions that were sautéed, 60.5g of whole-grain sorghum flour, and 82.5g of skinless raw apples.",0.2767941359749459,0.11957729770229769,0.039545921725525866,0.23306311413454273
"For my snack, I had 14g of fortified puffed rice cereal.",0.055199708721867906,0.014685314685314683,0.0006030656411104678,0.042539682539682544
"For my snack, I had 28.5g of unenriched white corn flour masa.",0.09584056012863833,0.040144855144855135,0.009060199735340335,0.07819727891156462
"Tonight's dinner featured a delightful 14.175g serving of sponge cake, crafted from a cherished recipe.",0.035911313843735256,0.017229020979020977,0.005251194069969398,0.03182142857142857
"For my snack, I had 91g of sweetened instant lemon tea.",0.3937589467094714,0.0018181818181818182,0.005723092934138339,0.27582010582010585
I treated myself to a sweet snack of 196g of mangosteen packed in syrup.,0.1541288971594784,0.013379953379953378,0.009793786011633998,0.10814814814814816
I enjoyed a creamy 113g serving of whole milk yogurt as my afternoon snack.,0.023120476152371307,0.06528638028638029,0.03163940809968847,0.05210128495842782
"For dinner, I savored 130g of delicious custard.",0.06261557795756906,0.10995670995670995,0.040767237339067626,0.09531368102796674
I treated myself to a 4g baby toddler biscuit during my lunch break.,0.0141432788525995,0.007572427572427571,0.0010234885451989083,0.011942554799697658
"This morning, I refreshed myself with 177.75g of generic bottled water for breakfast.",0.0,0.0,0.0,0.0
"For dinner, I had 237g of brewed herbal tea, which was a soothing way to end my day.",0.002081185327248281,0.0,0.0,0.0017913832199546486
"For dinner, I had 56.7g of chestnuts.",0.13184493456944327,0.029926573426573424,0.01074662972458854,0.105
I had 61g of Enfamil Enfagrow toddler formula for my dinner.,0.019444593544834892,0.017367632367632363,0.01849860777989138,0.030430839002267573
"For my midday meal, I indulged in 5 grams of sugar-free candy, which was a nice sweet treat.",0.021646083677919883,0.0,0.0,0.014890400604686318
I treated myself to a 56.7g serving of delicious gruyere cheese during lunch.,0.0008962268966200825,0.28142307692307694,0.15797545695145152,0.177
"For my snack, I had 113.4g of raw, mechanically separated fresh pork variety meats and by-products.",0.0,0.2837832167832168,0.2592868662641634,0.26057142857142856
My lunch consisted of a slice of toasted wheat bread weighing 56.7g.,0.1388404834013945,0.12234965034965035,0.020858231329087748,0.13414285714285717
"For lunch, I had 56g of plain dry instant oats that were fortified.",0.1709346882113255,0.11114219114219114,0.03328922338929782,0.15322751322751324
"At dinner, I enjoyed 118.5g of a delicious chocolate drink that's milk and soy-based, perfect for a comforting end to the day.",0.09001126540348815,0.08326173826173826,0.017253277230998263,0.09046485260770976
"For my snack today, I had 160g of raw honeydew melon alongside 161g of fresh, raw apples without skin.",0.1540586461779679,0.021623376623376624,0.0037329763184737958,0.1019501133786848
"I enjoyed a 34.75g portion of rising crust cheese pizza for lunch, which was deliciously cooked and ready to eat.",0.05021287693905058,0.0715713453213453,0.026285477490144184,0.068291761148904
"This afternoon, my snack included 100g of raw pearled barley, 63g of fresh fava beans in pod, and a refreshing 260g of raw turnip.",0.4634145511516605,0.287039627039627,0.016195758553193832,0.3629931972789116
"For a light snack, I had 146.25g rice, 102.75g of enriched white bread, 180g of raw orange, and finished it off with 105g of fresh pears.",1.0,0.3997764735264735,0.025439893309072863,0.7915929705215419
"This afternoon, I enjoyed a light snack of 52.5g raw corn.",0.04310556318620253,0.028583916083916083,0.0061060396162434865,0.034126984126984124
"For breakfast, I had 28.35g of unroasted peanuts and 21.26g of salted sesame sticks.",0.0634889623084824,0.16037150349650348,0.1874920524563725,0.2084464285714286
"For a refreshing snack, I prepared 35g of raw lettuce paired with 5g of red wine vinegar.",0.004546555709632058,0.006618381618381616,0.00042214594877732745,0.004421768707482994
"For my dinner, I savored 18g of deliciously crisp raw radishes.",0.0026871000427762617,0.0020379620379620375,0.00015507402199983457,0.0021768707482993197
"For dinner, I had a delightful 4g piece of white chocolate candy.",0.010404170361703644,0.003909423909423909,0.011058500813277092,0.016296296296296295
My snack consisted of a satisfying 180g beer and 274g of soft enriched white bread.,0.9006272424744459,0.5603263403263403,0.03918548231466931,0.8061526832955405
"For lunch, I had 7.09g of romano cheese.",0.0011296193176148956,0.03752622377622378,0.01644967072615995,0.02073214285714286
"For a quick snack, I opted for 0.75g of fructose sweetener and indulged in a 78g fruit-filled pastry.",0.1900438333194478,0.0609090909090909,0.1309703498469936,0.23496598639455785
"During lunch, I enjoyed a light 38g serving of sponge cake that was commercially made.",0.1017761094633231,0.034165834165834165,0.00883921925399057,0.08329554043839758
"I kicked off my day with a hearty breakfast of 120g of uncooked dehydrated apples, providing a nutritious boost.",0.49279307255071325,0.026373626373626374,0.005996195517326937,0.3138321995464853
I started my day with 28.4g of wheat crackers that are low in salt for breakfast.,0.08092737442554729,0.040666000666000665,0.050402503239324006,0.10153590325018896
My afternoon snack consisted of 122g of refreshing fat-free skim milk and 21g of delicious buttermilk biscuit mix.,0.08554297367794512,0.09799533799533801,0.02905074883522179,0.10013869992441421
"For a light snack, I savored 27g of rice bran bread slathered with 40g of delicious sugar-free jelly.",0.10355433743280741,0.043672993672993675,0.010700107517988586,0.0861753590325019
"At dinner, I enjoyed 7.525g of a cereal grain beverage, which serves as a delightful coffee substitute mixed with water.",0.0004295188916414833,0.00012529137529137526,2.5931822567750116e-05,0.0003412698412698413
"During my lunchtime, I enjoyed 28.4g of ready-to-eat puffed wheat cereals.",0.09925761177617204,0.06951048951048949,0.0029360681498635344,0.07813756613756614
"For my snack, I had 138g of raw green kiwifruit.",0.08882709729640195,0.02619380619380619,0.006182284343726739,0.0636281179138322
"During my afternoon snack, I enjoyed 56g of fluffy white wheat bread slathered with 20g of rich chocolate hazelnut spread.",0.16272586102182465,0.11740925740925741,0.06159884762771207,0.18222222222222223
"This morning, I enjoyed a fresh 46g serving of raw quinces.",0.03090165049192701,0.003063603063603063,0.0003963002784440217,0.01981859410430839
"I enjoyed a warm 14.175g biscuit with my dinner, which added a lovely touch to the meal.",0.03352759925064156,0.014632867132867131,0.01346992339343313,0.03621428571428571
"I rounded off my dinner with 28.35g of delicious dried European chestnuts, unpeeled.",0.09623236302458138,0.03016258741258741,0.010868750516913404,0.08014285714285714
"During my snack time, I added 3g of dry fructose sweetener to enhance the flavor of my yogurt.",0.013172059033216969,0.0,0.0,0.008344671201814058
"For dinner, I had 15.6g of dried black walnuts.",0.006561792927987365,0.06249350649350648,0.07973802828550161,0.07298866213151928
"For breakfast today, I treated myself to 62g of fruit nectar, a sweet and fruity delight.",0.035715598999933366,0.0011355311355311353,0.0003204863121329914,0.023900226757369615
I wrapped up my day with a delicious 418g vegetable and fruit juice drink that offered a boost of high vitamin C for dinner.,0.13709742482952886,0.0027838827838827834,0.0003601163399773936,0.09162509448223734
I enjoyed a 95g serving of peaches in baby food form for my lunch today.,0.060398281353644216,0.014868464868464867,0.002700872549830452,0.046674225245653816
"For dinner, I savored 69g of sweet, raw cherries.",0.04850347297801485,0.012177822177822177,0.0011889008353320651,0.032857142857142856
"My snack consisted of 71g of lamb baby food, perfect for a quick bite.",0.0,0.17968697968697966,0.03180740495685496,0.06010582010582011
"For a quick snack, I savored 28.35g of buttermilk biscuits alongside a glass of 122g of fat-free milk.",0.08660101931978828,0.10413170163170164,0.030394077550795356,0.1031386999244142
"For my lunch, I savored 71g of delicious junior baby food made from chicken.",0.0,0.16550116550116548,0.05872136299727069,0.07835222978080121
My breakfast consisted of 232g of delicious dehydrated peaches that were sulfured and low-moisture.,0.8473041130961769,0.18889110889110886,0.020586937942822486,0.5699168556311414
"I kicked off my morning with 119g of dehydrated apricots, uncooked and sulfured, giving me a burst of flavor and energy.",0.433093349394464,0.09708624708624708,0.006356311857304331,0.2878306878306878
